sei_numero,status,cpr,upm,publico_previsto,natureza,evento,endereco,cidade,inicio,fim,local_caracteristica,transito,Coluna 14,latitude,longitude
00050-00004532/2026-87,CAD,3º CPR,11º BPM,3000,JUNINA,Arraiá de São José 2026,"QN 421, conjunto, lote 01/05, Samambaia Norte - DF",Samambaia,2026-05-01 17:00:00,2026-05-01 02:00:00,PUBA,,2026-03-17,-15.88,-48.12
00050-00004532/2026-87,CAD,3º CPR,11º BPM,3000,JUNINA,Arraiá de São José 2026,"QN 421, conjunto, lote 01/05, Samambaia Norte - DF",Samambaia,2026-05-02 17:00:00,2026-05-02 02:00:00,PUBA,,2026-03-17,-15.88,-48.12
00050-00004532/2026-87,CAD,3º CPR,11º BPM,3000,JUNINA,Arraiá de São José 2026,"QN 421, conjunto, lote 01/05, Samambaia Norte - DF",Samambaia,2026-05-03 17:00:00,2026-05-03 02:00:00,PUBA,,2026-03-17,-15.88,-48.12
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-16 10:00:00,2026-05-17 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00007224/2026-11,CAD,3º CPR,17º BPM,150,JUNINA,Arraiá do Operário,Rua 8 chacara 312 - Paróquia São José Operário Vicente Pires,Vicente Pires,2026-05-16 18:00:00,2026-05-16 23:00:00,PRIF,,2026-04-27,-15.80,-48.05
00050-00006486/2026-51,CAD,3º CPR,2º BPM,800,JUNINA,Festa Junina São Pedro e São Paulo,"EQNM 34/36, AE Módulo B",Taguatinga,2026-05-16 19:00:00,2026-05-17 00:00:00,PUBA,DETRAN,2026-04-13,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-17 10:00:00,2026-05-18 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00006486/2026-51,CAD,3º CPR,2º BPM,800,JUNINA,Festa Junina São Pedro e São Paulo,"EQNM 34/36, AE Módulo B",Taguatinga,2026-05-17 19:00:00,2026-05-18 00:00:00,PUBA,DETRAN,2026-04-13,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-18 10:00:00,2026-05-19 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-19 10:00:00,2026-05-20 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-20 10:00:00,2026-05-21 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-21 10:00:00,2026-05-22 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-22 10:00:00,2026-05-23 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00007754/2026-51,CAD,3º CPR,17º BPM,5000,JUNINA,ARRAIAL DE AGUAS CLARAS - UNIPLAN,Estacionamento UNIPLAN AV. PAU BRASIL - Águas Claras,Águas Claras,2026-05-22 17:00:00,2026-05-22 02:00:00,PRIF,,2026-05-04,-15.84,-48.03
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-23 10:00:00,2026-05-24 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00007754/2026-51,CAD,3º CPR,17º BPM,5000,JUNINA,ARRAIAL DE AGUAS CLARAS - UNIPLAN,Estacionamento UNIPLAN AV. PAU BRASIL - Águas Claras,Águas Claras,2026-05-23 17:00:00,2026-05-23 02:00:00,PRIF,,2026-05-04,-15.84,-48.03
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-24 10:00:00,2026-05-25 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-25 10:00:00,2026-05-26 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-26 10:00:00,2026-05-27 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-27 10:00:00,2026-05-28 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-28 10:00:00,2026-05-29 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-29 10:00:00,2026-05-30 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-30 10:00:00,2026-05-31 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00005885/2026-02,CAD,3º CPR,17º BPM,800,JUNINA,ARRAIÁ DO CORDEL,"SMPW Quadra 04, Conjunto 08, Lote 05 - Park Way",Park Way,2026-05-31 10:00:00,2026-06-01 04:00:00,PRIF,DETRAN,2026-04-30,,
00050-00007818/2026-14,CAD,3º CPR,17º BPM,1000,JUNINA,ARRAIÁ DO EJOC,SMPW Q 4 CONJ 6 - PARK WAY,Park Way,2026-05-31 18:00:00,2026-06-01 02:00:00,PRIA,,2026-05-04,-15.78,-47.91
00050-00006335/2026-01,CAD,3º CPR,2º BPM,500,JUNINA,FESTA JUNINA IMACULADO CORAÇÃO DE MARIA,QNC 12,Taguatinga,2026-06-05 18:00:00,2026-06-05 23:59:00,PRIF,,2026-04-13,-15.83,-48.07
00050-00007911/2026-29,CAD,3º CPR,11º BPM,800,JUNINA,Arraia Santo Inacio,QN 311 COMJUNTO C LOTES 1 E 2 SAMANBAIA SUL,Samambaia,2026-06-05 18:30:00,2026-06-05 23:30:00,PUBA,,2026-05-05,-15.89,-48.10
00050-00006863/2026-51,CAD,3º CPR,11º BPM,1000,JUNINA,FESTA DA SÃO JOAO,QS 405 BLOCO G LOTE 1 A 4 SAMAMBAIA NORTE,Samambaia,2026-06-05 19:00:00,2026-06-05 11:00:00,PUBA,,2026-04-22,-15.88,-48.08
00050-00009025/2026-30,CAD,3º CPR,2º BPM,900,JUNINA,Festa Junina da Paróquia Nossa Senhora do Carmo 2026,QSF 5/7 AE 2,Taguatinga,2026-06-05 19:30:00,2026-06-05 23:59:00,PRIF,,2026-05-19,-15.86,-48.04
00050-00008265/2026-17,CAD,3º CPR,2º BPM,500,JUNINA,10º Arraia do JK Shopping,QNM 34 AE - SHOPPING JK,Taguatinga,2026-06-05 20:00:00,2026-06-05 03:00:00,PRIF,,2026-05-11,-15.81,-48.09
00050-00006335/2026-01,CAD,3º CPR,2º BPM,500,JUNINA,FESTA JUNINA IMACULADO CORAÇÃO DE MARIA,QNC 12,Taguatinga,2026-06-06 18:00:00,2026-06-06 23:59:00,PRIF,,2026-04-13,-15.83,-48.07
00050-00008709/2026-14,CAD,3º CPR,2º BPM,450,JUNINA,Arraia Shalom Taguatinga,"St. A Norte QNA CNA - Taguatinga, Brasília",Taguatinga,2026-06-06 18:00:00,2026-06-06 22:00:00,PUBF,,2026-05-18,-15.83,-48.06
00050-00007911/2026-29,CAD,3º CPR,11º BPM,800,JUNINA,Arraia Santo Inacio,QN 311 COMJUNTO C LOTES 1 E 2 SAMANBAIA SUL,Samambaia,2026-06-06 18:30:00,2026-06-06 23:30:00,PUBA,,2026-05-05,-15.89,-48.10
00050-00006863/2026-51,CAD,3º CPR,11º BPM,1000,JUNINA,FESTA DA SÃO JOAO,QS 405 BLOCO G LOTE 1 A 4 SAMAMBAIA NORTE,Samambaia,2026-06-06 19:00:00,2026-06-06 12:00:00,PUBA,,2026-04-22,-15.88,-48.08
00050-00009025/2026-30,CAD,3º CPR,2º BPM,900,JUNINA,Festa Junina da Paróquia Nossa Senhora do Carmo 2026,QSF 5/7 AE 2,Taguatinga,2026-06-06 19:30:00,2026-06-06 23:59:00,PRIF,,2026-05-19,-15.86,-48.04
00050-00008265/2026-17,CAD,3º CPR,2º BPM,500,JUNINA,10º Arraia do JK Shopping,QNM 34 AE - SHOPPING JK,Taguatinga,2026-06-06 20:00:00,2026-06-06 03:00:00,PRIF,,2026-05-11,-15.81,-48.09
00050-00006335/2026-01,CAD,3º CPR,2º BPM,500,JUNINA,FESTA JUNINA IMACULADO CORAÇÃO DE MARIA,QNC 12,Taguatinga,2026-06-07 18:00:00,2026-06-07 23:59:00,PRIF,,2026-04-13,-15.83,-48.07
00050-00007911/2026-29,CAD,3º CPR,11º BPM,800,JUNINA,Arraia Santo Inacio,QN 311 COMJUNTO C LOTES 1 E 2 SAMANBAIA SUL,Samambaia,2026-06-07 18:30:00,2026-06-07 23:30:00,PUBA,,2026-05-05,-15.89,-48.10
00050-00006863/2026-51,CAD,3º CPR,11º BPM,1000,JUNINA,FESTA DA SÃO JOAO,QS 405 BLOCO G LOTE 1 A 4 SAMAMBAIA NORTE,Samambaia,2026-06-07 19:00:00,2026-06-07 11:00:00,PUBA,,2026-04-22,-15.88,-48.08
00050-00009025/2026-30,CAD,3º CPR,2º BPM,900,JUNINA,Festa Junina da Paróquia Nossa Senhora do Carmo 2026,QSF 5/7 AE 2,Taguatinga,2026-06-07 19:30:00,2026-06-07 23:59:00,PRIF,,2026-05-19,-15.86,-48.04
00050-00008265/2026-17,CAD,3º CPR,2º BPM,500,JUNINA,10º Arraia do JK Shopping,QNM 34 AE - SHOPPING JK,Taguatinga,2026-06-07 20:00:00,2026-06-07 03:00:00,PRIF,,2026-05-11,-15.81,-48.09
00050-00008534/2026-45,CAD,3º CPR,17º BPM,1500,JUNINA,FESTA JUNINA PSJPII,"Rua das Aroeiras, Quadra 107, lote 03",Águas Claras,2026-06-12 18:00:00,2026-06-12 23:59:00,PRIF,,2026-05-14,-15.83,-48.03
00050-00008379/2026-67,CAD,3º CPR,11º BPM,200,JUNINA,Arraiá de Nazaré,QN 316 conjunto 03 lote 01 Samambaia Sul- DF,Samambaia,2026-06-12 18:00:00,2026-06-12 23:59:00,PUBA,,2026-05-14,-15.87,-48.07
00050-00008848/2026-48,CAD,3º CPR,11º BPM,300,JUNINA,Festa junina da feirinha da estação,Estacionamento do metrô de furnas,Samambaia,2026-06-12 18:00:00,2026-06-12 23:00:00,PUBA,,2026-05-20,-15.87,-48.06
00050-00006333/2026-11,CAD,3º CPR,2º BPM,600,JUNINA,Arraia São Vicente 2026,QSE 11/13 AE 01,Taguatinga,2026-06-12 19:00:00,2026-06-12 00:00:00,PRIF,,2026-04-13,-15.86,-48.04
00050-00009091/2026-18,CAD,3º CPR,2º BPM,900,JUNINA,Festa Junina da Paróquia Santa Teresinha 2026,"Quadra QNJ 19, AE 11",Taguatinga,2026-06-12 19:30:00,2026-06-12 23:59:00,PRIF,,2026-05-20,-15.82,-48.08
00050-00008514/2026-74,CAD,3º CPR,17º BPM,3000,JUNINA/ESCOLA,Festa Junina Colégio La Salle Águas Claras,"ST AREAS ISOLADAS,, S/N",Águas Claras,2026-06-13 08:00:00,2026-06-13 18:00:00,PRIF,,2026-05-14,-15.83,-48.01
00050-00008534/2026-45,CAD,3º CPR,17º BPM,1500,JUNINA,FESTA JUNINA PSJPII,"Rua das Aroeiras, Quadra 107, lote 03",Águas Claras,2026-06-13 16:00:00,2026-06-13 23:59:00,PRIF,,2026-05-14,-15.83,-48.03
00050-00008379/2026-67,CAD,3º CPR,11º BPM,200,JUNINA,Arraiá de Nazaré,QN 316 conjunto 03 lote 01 Samambaia Sul- DF,Samambaia,2026-06-13 18:00:00,2026-06-13 23:59:00,PUBA,,2026-05-14,-15.87,-48.07
00050-00008848/2026-48,CAD,3º CPR,11º BPM,300,JUNINA,Festa junina da feirinha da estação,Estacionamento do metrô de furnas,Samambaia,2026-06-13 18:00:00,2026-06-13 23:00:00,PUBA,,2026-05-20,-15.87,-48.06
00050-00006333/2026-11,CAD,3º CPR,2º BPM,600,JUNINA,Arraia São Vicente 2026,QSE 11/13 AE 01,Taguatinga,2026-06-13 19:00:00,2026-06-13 00:00:00,PRIF,,2026-04-13,-15.86,-48.04
00050-00009091/2026-18,CAD,3º CPR,2º BPM,900,JUNINA,Festa Junina da Paróquia Santa Teresinha 2026,"Quadra QNJ 19, AE 11",Taguatinga,2026-06-13 19:30:00,2026-06-13 23:59:00,PRIF,,2026-05-20,-15.82,-48.08
00050-00008534/2026-45,CAD,3º CPR,17º BPM,1500,JUNINA,FESTA JUNINA PSJPII,"Rua das Aroeiras, Quadra 107, lote 03",Águas Claras,2026-06-14 16:00:00,2026-06-14 23:59:00,PRIF,,2026-05-14,-15.83,-48.03
00050-00008379/2026-67,CAD,3º CPR,11º BPM,200,JUNINA,Arraiá de Nazaré,QN 316 conjunto 03 lote 01 Samambaia Sul- DF,Samambaia,2026-06-14 18:00:00,2026-06-14 23:59:00,PUBA,,2026-05-14,-15.87,-48.07
00050-00009061/2026-01,CAD,3º CPR,17º BPM,200,JUNINA,Festa Junina da AMAEDF,"Avenida Araucárias 1325, Águas Claras",Águas Claras,2026-06-14 18:00:00,2026-06-14 22:00:00,PUBA,,2026-05-20,-15.84,-48.02
00050-00006333/2026-11,CAD,3º CPR,2º BPM,600,JUNINA,Arraia São Vicente 2026,QSE 11/13 AE 01,Taguatinga,2026-06-14 19:00:00,2026-06-14 00:00:00,PRIF,,2026-04-13,-15.86,-48.04
00050-00009091/2026-18,CAD,3º CPR,2º BPM,900,JUNINA,Festa Junina da Paróquia Santa Teresinha 2026,"Quadra QNJ 19, AE 11",Taguatinga,2026-06-14 19:30:00,2026-06-14 23:59:00,PRIF,,2026-05-20,-15.82,-48.08
00050-00007588/2026-93,CAD,3º CPR,11º BPM,300,JUNINA,Arraiá Circuito Luar,Estacionamento atrás da Feira Permanente da 202,Samambaia,2026-06-19 12:00:00,2026-06-19 00:00:00,PUBA,,2026-04-30,-15.78,-47.91
00050-00007187/2026-33,CAD,3º CPR,2º BPM,900,JUNINA,2ª SÃO JOÃO TAGUÁ (não licenciado),PRAÇA BIÓLOGA MARIA CLARA - EQNL 10/12,Taguatinga,2026-06-19 19:00:00,2026-06-19 00:00:00,PUBA,,2026-04-27,-15.82,-48.08
00050-00008819/2026-86,CAD,3º CPR,11º BPM,200,JUNINA,Quermesse,QS 404 Conjunto A lote 01,Samambaia,2026-06-19 19:00:00,2026-06-19 00:00:00,PRIF,,2026-05-19,-15.78,-47.91
00050-00008851/2026-61,CAD,3º CPR,2º BPM,999,JUNINA,II SÃO JOÃO TAGUÁ,PRAÇA BIÓLOGA MARIA CLARA - EQNL 10/12,Taguatinga,2026-06-19 19:00:00,2026-06-19 00:00:00,PUBA,,2026-05-20,-15.82,-48.08
00050-00008538/2026-23,CAD,3º CPR,2º BPM,800,JUNINA/ESCOLA,FESTA JUNINA DO CEF 10 DE TAGUATINGA,QSE 05/07 área especial 01 Taguatinga Sul - DF,Taguatinga,2026-06-20 11:00:00,2026-06-20 17:00:00,PRIA,,2026-05-14,-15.78,-47.91
00050-00007588/2026-93,CAD,3º CPR,11º BPM,300,JUNINA,Arraiá Circuito Luar,Estacionamento atrás da Feira Permanente da 202,Samambaia,2026-06-20 12:00:00,2026-06-20 00:00:00,PUBA,,2026-04-30,-15.78,-47.91
00050-00007187/2026-33,CAD,3º CPR,2º BPM,900,JUNINA,2ª SÃO JOÃO TAGUÁ (não licenciado),PRAÇA BIÓLOGA MARIA CLARA - EQNL 10/12,Taguatinga,2026-06-20 19:00:00,2026-06-20 00:00:00,PUBA,,2026-04-27,-15.82,-48.08
00050-00008819/2026-86,CAD,3º CPR,11º BPM,200,JUNINA,Quermesse,QS 404 Conjunto A lote 01,Samambaia,2026-06-20 19:00:00,2026-06-20 00:00:00,PRIF,,2026-05-19,-15.78,-47.91
00050-00008851/2026-61,CAD,3º CPR,2º BPM,999,JUNINA,II SÃO JOÃO TAGUÁ,PRAÇA BIÓLOGA MARIA CLARA - EQNL 10/12,Taguatinga,2026-06-20 19:00:00,2026-06-20 00:00:00,PUBA,,2026-05-20,-15.82,-48.08
00050-00007588/2026-93,CAD,3º CPR,11º BPM,300,JUNINA,Arraiá Circuito Luar,Estacionamento atrás da Feira Permanente da 202,Samambaia,2026-06-21 12:00:00,2026-06-21 00:00:00,PUBA,,2026-04-30,-15.78,-47.91
00050-00008819/2026-86,CAD,3º CPR,11º BPM,200,JUNINA,Quermesse,QS 404 Conjunto A lote 01,Samambaia,2026-06-21 19:00:00,2026-06-21 00:00:00,PRIF,,2026-05-19,-15.78,-47.91
00050-00008119/2026-91,CAD,3º CPR,11º BPM,200,JUNINA,“SAM JOÃO – Festa Junina da Comunidade”,GINASIO DE ESPORTE DE SAMAMBAIA,Samambaia,2026-06-26 17:00:00,2026-06-26 23:59:00,PUBF,,2026-05-07,-15.88,-48.09
00050-00006160/2026-23,CAD,3º CPR,17º BPM,1000,JUNINA,Arraiá da Esperança,Rua 10B chácara 135,Vicente Pires,2026-06-26 18:00:00,2026-06-26 00:00:00,PUBF,,2026-04-10,-15.79,-48.02
00050-00005667/2026-60,CAD,3º CPR,2º BPM,500,JUNINA,Festa Junina Paróquia São Judas Tadeu,EQNL 09/11,Taguatinga,2026-06-26 19:00:00,2026-06-26 01:00:00,PUBF,,2026-03-31,-15.83,-48.09
00050-00006160/2026-23,CAD,3º CPR,17º BPM,1000,JUNINA,Arraiá da Esperança,Rua 10B chácara 135,Vicente Pires,2026-06-27 18:00:00,2026-06-27 00:00:00,PUBF,,2026-04-10,-15.79,-48.02
00050-00005667/2026-60,CAD,3º CPR,2º BPM,500,JUNINA,Festa Junina Paróquia São Judas Tadeu,EQNL 09/11,Taguatinga,2026-06-27 19:00:00,2026-06-27 01:00:00,PUBF,,2026-03-31,-15.83,-48.09
00050-00006160/2026-23,CAD,3º CPR,17º BPM,1000,JUNINA,Arraiá da Esperança,Rua 10B chácara 135,Vicente Pires,2026-06-28 18:00:00,2026-06-28 00:00:00,PUBF,,2026-04-10,-15.79,-48.02
00050-00005667/2026-60,CAD,3º CPR,2º BPM,500,JUNINA,Festa Junina Paróquia São Judas Tadeu,EQNL 09/11,Taguatinga,2026-06-28 19:00:00,2026-06-28 01:00:00,PUBF,,2026-03-31,-15.83,-48.09
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-01 16:00:00,2026-07-01 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-02 16:00:00,2026-07-02 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-03 16:00:00,2026-07-03 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00007587/2026-49,CAD,3º CPR,2º BPM,2000,JUNINA/ESCOLA,Festa Junina,QN 12 Área especial lote 42,Taguatinga,2026-07-04 08:30:00,2026-07-04 17:30:00,PRIF,,2026-04-30,-15.81,-48.06
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-04 16:00:00,2026-07-04 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-05 16:00:00,2026-07-05 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-06 16:00:00,2026-07-06 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-07 16:00:00,2026-07-07 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-08 16:00:00,2026-07-08 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-09 16:00:00,2026-07-09 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008882/2026-12,CAD,3º CPR,11º BPM,1000,JUNINA,festival candangão junino 2026,"ESTACIONAMENTO DA CASTELO FORTE QUADRA 302 CONJUNTO 8 LOTE 02 LOTE 02 - SAMAMBAIA, BRASÍLIA - DF, 72300-645.",Samambaia,2026-07-10 18:00:00,2026-07-10 02:00:00,PUBA,,2026-05-20,-15.88,-48.09
00050-00007886/2026-83,CAD,3º CPR,2º BPM,900,JUNINA,FESTA JULINA - Paróquia Cristo Redentor,"EQNL 6/8, Área Especial, Lotes 01 e 02",Taguatinga,2026-07-10 18:00:00,2026-07-11 00:00:00,PRIA,DETRAN,2026-05-04,,
00050-00007886/2026-83,CAD,3º CPR,2º BPM,900,JUNINA,FESTA JULINA - Paróquia Cristo Redentor,"EQNL 6/8, Área Especial, Lotes 01 e 02",Taguatinga,2026-07-11 18:00:00,2026-07-12 00:00:00,PRIA,DETRAN,2026-05-04,,
00050-00008532/2026-56,CAD,3º CPR,2º BPM,980,JUNINA,Arraiá de Lourdes,QNG 25/27 AREA ESPECIAL SEM NUMERO,Taguatinga,2026-07-11 18:00:00,2026-07-11 23:30:00,PRIF,,2026-05-14,-15.80,-48.06
00050-00008882/2026-12,CAD,3º CPR,11º BPM,1000,JUNINA,festival candangão junino 2026,"ESTACIONAMENTO DA CASTELO FORTE QUADRA 302 CONJUNTO 8 LOTE 02 LOTE 02 - SAMAMBAIA, BRASÍLIA - DF, 72300-645.",Samambaia,2026-07-11 18:00:00,2026-07-11 02:00:00,PUBA,,2026-05-20,-15.88,-48.09
00050-00008882/2026-12,CAD,3º CPR,11º BPM,1000,JUNINA,festival candangão junino 2026,"ESTACIONAMENTO DA CASTELO FORTE QUADRA 302 CONJUNTO 8 LOTE 02 LOTE 02 - SAMAMBAIA, BRASÍLIA - DF, 72300-645.",Samambaia,2026-07-12 18:00:00,2026-07-12 02:00:00,PUBA,,2026-05-20,-15.88,-48.09
00050-00007886/2026-83,CAD,3º CPR,2º BPM,900,JUNINA,FESTA JULINA - Paróquia Cristo Redentor,"EQNL 6/8, Área Especial, Lotes 01 e 02",Taguatinga,2026-07-12 18:00:00,2026-07-13 00:00:00,PRIA,DETRAN,2026-05-04,,
00050-00008532/2026-56,CAD,3º CPR,2º BPM,980,JUNINA,Arraiá de Lourdes,QNG 25/27 AREA ESPECIAL SEM NUMERO,Taguatinga,2026-07-12 18:00:00,2026-07-12 23:30:00,PRIF,,2026-05-14,-15.80,-48.06
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-16 16:00:00,2026-07-16 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-17 16:00:00,2026-07-17 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-22 16:00:00,2026-07-22 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-23 16:00:00,2026-07-23 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-24 16:00:00,2026-07-24 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-26 16:00:00,2026-07-26 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-28 16:00:00,2026-07-28 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00008715/2026-71,CAD,3º CPR,2º BPM,200,JUNINA,FESTA JULINA VILA DIMAS,Praça Central da Vila Dimas,Taguatinga,2026-07-29 16:00:00,2026-07-29 23:00:00,PUBA,,2026-05-18,-15.86,-48.04
00050-00005557/2023-55,ENC,4º CPR,8º BPM,5000,JUNINA,FESTA JUNINA SESC,QNN 27 ÁREA ESPECIAL S/N CEILANDIA NORTE/DF,Ceilândia,2023-06-02 16:00:00,2023-06-02 23:00:00,PRIA,,2023-05-11,,
00050-00005376/2023-29,ENC,4º CPR,8º BPM,100,JUNINA,FESTA JUNINA ARRAIÁ DA SHE -RA,CEILÂNDIA - DF - QNM 24 CONJUNTO K - EM FRENTE AO LOTE 03,Ceilândia,2023-06-02 18:00:00,2023-06-03 01:00:00,PUBA,,2023-06-01,,
00050-00005557/2023-55,ENC,4º CPR,8º BPM,5000,JUNINA,FESTA JUNINA SESC,QNN 27 ÁREA ESPECIAL S/N CEILANDIA NORTE/DF,Ceilândia,2023-06-03 16:00:00,2023-06-03 23:00:00,PRIA,,2023-05-11,,
00050-00005376/2023-29,ENC,4º CPR,8º BPM,100,JUNINA,FESTA JUNINA ARRAIÁ DA SHE -RA,CEILÂNDIA - DF - QNM 24 CONJUNTO K - EM FRENTE AO LOTE 04,Ceilândia,2023-06-03 18:00:00,2023-06-04 01:00:00,PUBA,,2023-06-01,,
