sei_numero,status,cpr,upm,publico_previsto,natureza,evento,endereco,cidade,inicio,fim,local_caracteristica,transito,Coluna 14,latitude,longitude
00080-00141764/2023-61,ENC,6º CPR,26º BPM,1500,JUNINA/ESCOLA,CED 416,QR 416/516 AE LT A,,2023-07-01 10:00:00,2023-07-01 16:00:00,,,,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,750,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,"QUADRA 10 ÁREA ESPECIAL, SETOR SUL GAMA",Gama,2023-07-01 15:00:00,2023-07-01 19:00:00,,,2023-05-25,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,750,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,Qd 10 AE Setor Su,,2023-07-01 15:00:00,2023-07-01 19:00:00,,,,,
00050-00007156/2023-30,ENC,6º CPR,26º BPM,200,JUNINA,FESTA ARRAIÁ DAS COMUNIDADES DE SÃO JOSÉ,Santa Maria Sul - DF - No Estacionamento ao Lado da Igreja na QR 402 - Área Especial 01,Santa Maria,2023-07-06 19:00:00,2023-07-06 23:59:00,PUBA,,2023-06-12,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1300,JUNINA/ESCOLA,EC CACHOEIRINHA,"QUADRA 106 ÁREA ESPECIAL, NÚMERO 02",Recanto das Emas,2023-07-07 09:00:00,2023-07-07 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,AVENIDA MINISTRO SALGADO FILHO S/N° - RESIDENCIAL SANTOS DUMONT,Santa Maria,2023-07-07 16:00:00,2023-07-07 23:00:00,,,2023-01-08,,
00050-00006898/2023-48,ENC,6º CPR,27º BPM,200,JUNINA,FESTA JULINA,RECANTO DAS EMAS - DF - AVENIDA BURITIS - QUADRA 603 LOTE 23,Recanto das Emas,2023-07-07 19:00:00,2023-07-07 23:59:00,PRIA,,2023-06-05,,
00050-00007156/2023-30,ENC,6º CPR,26º BPM,200,JUNINA,FESTA ARRAIÁ DAS COMUNIDADES DE SÃO JOSÉ,Santa Maria Sul - DF - No Estacionamento ao Lado da Igreja na QR 402 - Área Especial 02,Santa Maria,2023-07-07 19:00:00,2023-07-07 23:59:00,PUBA,,2023-06-12,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,DF 290 KM 14 ENTRADA A ESQUERDA NÚCLEO RURAL PONTA ALTA DO BAIXO,Gama,2023-07-08 08:30:00,2023-07-08 15:00:00,,,2023-01-08,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,500,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,DF 290 KM 14 ENTRADA A ESQUERDA NÚCLEO RURAL PONTA ALTA DO BAIXO-GAMA/DF,Gama,2023-07-08 08:30:00,2023-07-08 15:00:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"QUADRA 09, ÁREA ESPECIAL, SETOR SUL",Gama,2023-07-08 09:00:00,2023-07-08 15:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,"CL 213, LOTE G ÁREA ESPECIAL",Santa Maria,2023-07-08 09:00:00,2023-07-08 16:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,CL 206 ÁREA ESPECIAL,Santa Maria,2023-07-08 09:00:00,2023-07-08 15:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,"CL 403 LOTE, ÁREA ESPECIAL",Santa Maria,2023-07-08 09:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,CL 203 ÁREA ESPECIAL 01,Santa Maria,2023-07-08 09:00:00,2023-07-08 15:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,"SETOR HABITACIONAL ÁGUAS QUENTES, DF 280, KM 09",Recanto das Emas,2023-07-08 09:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,QUADRA A LOTE B ÁREA ESPECIAL VILA RORIZ SETOR OESTE GAMA,Gama,2023-07-08 09:00:00,2023-07-08 13:00:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 22/32 ÁREA ESPECIAL SETOR OESTE,Gama,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 17/27- AREA ESPECIAL - SETOR OESTE,Gama,2023-07-08 10:00:00,2023-07-08 15:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QR 116 CONJUNTO H ÁREA ESPECIAL,Santa Maria,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,"CL 218, LOTE 1F",Santa Maria,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QR 418 EQ 418/518 LOTE 01 ÁREA ESPECIAL,Santa Maria,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"QR 116, CONJUNTO M, LOTE 01",Santa Maria,2023-07-08 10:00:00,2023-07-08 19:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,5000,JUNINA/ESCOLA,EC CACHOEIRINHA,QD. 17 LOTE 14C 3ª ETAPA - SETOR HABITACIONAL PORTO RICO,Santa Maria,2023-07-08 10:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,"EQ 210/315 BLOCO B, ÁREA ESPECIAL",Santa Maria,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"Q.310, CONJUNTO 7A, LOTE 01",Recanto das Emas,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"Q.300, CONJUNTO 17, LOTE 01",Recanto das Emas,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 306 AV. MONJOLO LOTE 06,Recanto das Emas,2023-07-08 10:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 602 CONJUNTO 01 LOTE 01,Recanto das Emas,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"QUADRA 511, CONJUNTO 11, EPC 02",Recanto das Emas,2023-07-08 10:00:00,2023-07-08 15:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,"QUADRA 803, CONJUNTO 01, ÁREA ESPECIAL 01",Recanto das Emas,2023-07-08 10:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"Q.304, CONJUNTO 15, LOTE 01",Recanto das Emas,2023-07-08 10:30:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,EC CACHOEIRINHA,RODOVIA DF 180 KM 27 - PONTE ALTA,Gama,2023-07-08 11:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,"AREA EQ 1/2, SETOR NORTE",Gama,2023-07-08 11:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,"CL 213, LOTE G ÁREA ESPECIAL",Santa Maria,2023-07-08 11:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 103 ÁREA ESPECIAL 01 - AVENIDA VARGEM DAS BÊNÇÃOS,Recanto das Emas,2023-07-08 11:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,3000,JUNINA/ESCOLA,EC CACHOEIRINHA,"QUADRA 801 ÁREA ESPECIAL, EPC 02",Recanto das Emas,2023-07-08 11:00:00,2023-07-08 16:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,AE QUADRA 308 CONJUNTO 12,Recanto das Emas,2023-07-08 11:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 102 CONJUNTO 3A LOTE 01,Recanto das Emas,2023-07-08 11:00:00,2023-07-08 17:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,"EQ 31/32 ÁREA ESPECIAL, SETOR LESTE",Gama,2023-07-08 13:00:00,2023-07-08 19:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 07 AE SETOR SUL,Gama,2023-07-08 13:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,RUA DAS DÁLIAS LOTES 2/6 CIDADE NOVA (DVO) SANTA MARIA (DF),Gama,2023-07-08 13:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,900,JUNINA/ESCOLA,EC CACHOEIRINHA,"SETOR DE MÚLTIPLAS ATIVIDADES, CONJUNTO C, LOTES 16, 17 E 18",Gama,2023-07-08 13:00:00,2023-07-08 22:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,"EQ 210/310, ÁREA ESPECIAL S/N,",Santa Maria,2023-07-08 13:00:00,2023-07-08 17:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,"CL 208, LOTE A1 ÁREA ESPECIAL",Santa Maria,2023-07-08 13:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QR 100 CONJUNTO T1 ÁREA ESPECIAL 0,Santa Maria,2023-07-08 13:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,"AE QUADRA 301, CEF 301",Recanto das Emas,2023-07-08 13:00:00,2023-07-08 20:00:00,,,2023-01-08,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,500,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,"EQ 31/32 ÁREA ESPECIAL, SETOR LESTE GAMA",Gama,2023-07-08 13:00:00,2023-07-08 19:00:00,,,2023-05-25,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,800,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,QUADRA 07 AE SETOR SUL GAMA,Gama,2023-07-08 13:00:00,2023-07-08 18:00:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 03/02 SETOR LESTE,Gama,2023-07-08 14:00:00,2023-07-08 20:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,350,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 18/21 ÁREA ESPECIAL 02 SETOR LESTE,Gama,2023-07-08 14:00:00,2023-07-08 22:30:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,1500,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 05 CONJ. D ÁREA ESPECIAL SETOR SUL GAMA,Gama,2023-07-08 14:00:00,2023-07-08 22:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 44/45 SETOR LESTE GAMA,Gama,2023-07-08 14:00:00,2023-07-08 19:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 13/15 ÁREA ESPECIAL SETOR SUL GAMA,Gama,2023-07-08 14:00:00,2023-07-08 21:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,EC CACHOEIRINHA,DF 475 KM 05 N.R.P.N - PONTE ALTA NORTE GAMA,Gama,2023-07-08 14:00:00,2023-07-08 20:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,"CL 218 BLOCO F, CEP: 72548-226",Santa Maria,2023-07-08 14:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,700,JUNINA/ESCOLA,EC CACHOEIRINHA,"EQ. 55/56, PROJEÇÃO 2, SETOR CENTRAL",Gama,2023-07-08 15:00:00,2023-07-08 21:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,700,JUNINA/ESCOLA,EC CACHOEIRINHA,"EQ. 55/56, PROJEÇÃO 2, SETOR CENTRAL",Gama,2023-07-08 15:00:00,2023-07-08 21:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,Q 01 ÁREA ESPECIAL SETOR SUL GAMA,Gama,2023-07-08 15:00:00,2023-07-08 23:00:00,,,2023-01-08,,
00080-00111397/2023-71,ENC,6º CPR,9º BPM,700,JUNINA/ESCOLA,FESTA CULTURAL - CENTRO DE ENSINO ESPECIAL 01 DO GAMA,"EQ. 55/56, PROJEÇÃO 2, SETOR CENTRAL – GAMA, DF.",Gama,2023-07-08 15:00:00,2023-07-08 21:00:00,,,2023-05-25,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,700,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,"EQ 55/56, PROJEÇÃO 2, SETOR CENTRAL GAMA.",Gama,2023-07-08 15:00:00,2023-07-08 21:00:00,,,2023-05-25,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 09/19 ÁREA ESPECIAL SETOR OESTE GAMA,Gama,2023-07-08 16:00:00,2023-07-08 20:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,9º BPM,800,JUNINA/ESCOLA,EC CACHOEIRINHA,EQ 13/17 SETOR OESTE GAMA,Gama,2023-07-08 16:00:00,2023-07-08 20:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,26º BPM,2000,JUNINA/ESCOLA,EC CACHOEIRINHA,AVENIDA MINISTRO SALGADO FILHO S/N° - RESIDENCIAL SANTOS DUMONT,Santa Maria,2023-07-08 16:00:00,2023-07-08 23:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,6º CPR,27º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,QUADRA 307 CONJUNTO 11 LOTE 01,Recanto das Emas,2023-07-08 16:00:00,2023-07-09 00:00:00,,,2023-01-08,,
00050-00007252/2023-88,ENC,6º CPR,27º BPM,0,JUNINA,FESTA JULINA COM A COMUNIDADE DA QUADRA 600 E 601," RECANTO DAS EMAS/DF - QUADRA 600, CONJUNTO 05 - VILA INFANTIL ",Recanto das Emas,2023-07-08 18:00:00,2023-07-08 23:30:00,,,2023-06-13,,
00050-00007527/2023-83,ENC,6º CPR,27º BPM,400,JUNINA,FESTA JULINA - CAPELA SÃO RAFAEL ARCANJO,QUADRA 309 - AVENIDA RECANTO DAS EMAS LOTE 01,Recanto das Emas,2023-07-08 18:00:00,2023-07-08 23:59:00,PRIA,,2023-06-22,,
00050-00006898/2023-48,ENC,6º CPR,27º BPM,200,JUNINA,FESTA JULINA,RECANTO DAS EMAS - DF - AVENIDA BURITIS - QUADRA 603 LOTE 24,Recanto das Emas,2023-07-08 19:00:00,2023-07-08 23:59:00,PRIA,,2023-06-05,,
00050-00007156/2023-30,ENC,6º CPR,26º BPM,200,JUNINA,FESTA ARRAIÁ DAS COMUNIDADES DE SÃO JOSÉ,Santa Maria Sul - DF - No Estacionamento ao Lado da Igreja na QR 402 - Área Especial 03,Santa Maria,2023-07-08 19:00:00,2023-07-08 23:59:00,PUBA,,2023-06-12,,
00050-00006849/2023-13,ENC,6º CPR,27º BPM,150,JUNINA,1º ARRAIÁ DO OTÁRIO,"RECANTO DAS EMAS/DF - QUADRA 303, AV. RECANTO DAS EMAS",Recanto das Emas,2023-07-09 14:00:00,2023-07-09 23:59:00,PUBA,,2023-06-05,,
00050-00007527/2023-83,ENC,6º CPR,27º BPM,400,JUNINA,FESTA JULINA - CAPELA SÃO RAFAEL ARCANJO,QUADRA 309 - AVENIDA RECANTO DAS EMAS LOTE 01,Recanto das Emas,2023-07-09 18:00:00,2023-07-09 23:59:00,PRIA,,2023-06-22,,
00050-00006898/2023-48,ENC,6º CPR,27º BPM,200,JUNINA,FESTA JULINA,RECANTO DAS EMAS - DF - AVENIDA BURITIS - QUADRA 603 LOTE 25,Recanto das Emas,2023-07-09 19:00:00,2023-07-09 23:59:00,PRIA,,2023-06-05,,
00050-00007156/2023-30,ENC,6º CPR,26º BPM,200,JUNINA,FESTA ARRAIÁ DAS COMUNIDADES DE SÃO JOSÉ,Santa Maria Sul - DF - No Estacionamento ao Lado da Igreja na QR 402 - Área Especial 04,Santa Maria,2023-07-09 19:00:00,2023-07-09 23:59:00,PUBA,,2023-06-12,,
00050-00006972/2023-26,ENC,6º CPR,27º BPM,120,JUNINA,FESTA JULINA COM MORADORES DA QUADRA 304,"QUADRA 304, CONJ 04, CS 01 - RECANTO DAS EMAS",Recanto das Emas,2023-07-14 19:00:00,2023-07-14 23:00:00,PRIF,,2023-06-06,,
00050-00007315/2023-04,ENC,6º CPR,9º BPM,1000,JUNINA,FESTA JULINA,GAMA/DF - ÁREA ESPECIAL 1 - PRAÇA 1,Gama,2023-07-14 19:00:00,2023-07-15 01:00:00,PUBA,,2023-06-15,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,2000,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 08:00:00,2023-07-15 19:00:00,,,2023-05-25,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 09:00:00,2023-07-15 13:00:00,,,2023-05-25,,
00080-00138318/2023-79,ENC,6º CPR,11º BPM,1000,JUNINA/ESCOLA,CEM 123,SAMAMBAIA,Samambaia,2023-07-15 09:00:00,2023-07-15 17:00:00,,,2023-06-29,,
00080-00135561/2023-35,ENC,6º CPR,27º BPM,850,JUNINA/ESCOLA,CEF 405,RECANTO DAS EMAS,Recanto das Emas,2023-07-15 10:00:00,2023-07-15 16:00:00,,,2023-07-14,,
00080-00135561/2023-35,ENC,6º CPR,27º BPM,3500,JUNINA/ESCOLA,CEF 405,RECANTO DAS EMAS,Recanto das Emas,2023-07-15 12:00:00,2023-07-15 18:00:00,,,2023-07-14,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 13:30:00,2023-07-15 20:00:00,,,2023-05-25,,
00080-00141764/2023-61,ENC,6º CPR,26º BPM,800,JUNINA/ESCOLA,CED 416,SANTA MARIA,Santa Maria,2023-07-15 13:30:00,2023-07-15 18:00:00,,,2023-06-29,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,1200,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 14:00:00,2023-07-15 20:00:00,,,2023-05-25,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,2000,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 14:00:00,2023-07-15 22:00:00,,,2023-05-25,,
00050-00007384/2023-18,ENC,6º CPR,27º BPM,200,JUNINA,FESTA GENUÍNA,RECANTO DAS EMAS - DF - QUADRA 206 - LOTE 11/15,Recanto das Emas,2023-07-15 14:00:00,2023-07-15 23:00:00,PUBA,,2023-06-19,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,600,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 15:00:00,2023-07-15 19:00:00,,,2023-05-25,,
00080-00119434/2023-99,ENC,6º CPR,9º BPM,900,JUNINA/ESCOLA,FESTA JUNINA - CEE 01,GAMA,Gama,2023-07-15 15:00:00,2023-07-15 23:00:00,,,2023-05-25,,
00080-00141764/2023-61,ENC,6º CPR,26º BPM,4000,JUNINA/ESCOLA,CED 416,SANTA MARIA,Santa Maria,2023-07-15 15:00:00,2023-07-15 23:00:00,,,2023-06-29,,
00050-00007368/2023-17,ENC,6º CPR,26º BPM,200,JUNINA,ARRAIAL TOTAL VILLE,SANTA MARIA - DF - PRAÇA CENTRAL DO SETOR TOTAL VILLE,Santa Maria,2023-07-15 16:00:00,2023-07-15 23:59:00,PUBA,,2023-06-30,,
00050-00006972/2023-26,ENC,6º CPR,27º BPM,120,JUNINA,FESTA JULINA COM MORADORES DA QUADRA 304,"QUADRA 304, CONJ 04, CS 01 - RECANTO DAS EMAS",Recanto das Emas,2023-07-15 19:00:00,2023-07-15 23:00:00,PRIF,,2023-06-06,,
00050-00007315/2023-04,ENC,6º CPR,9º BPM,1000,JUNINA,FESTA JULINA,GAMA/DF - ÁREA ESPECIAL 1 - PRAÇA 2,Gama,2023-07-15 19:00:00,2023-07-16 01:00:00,PUBA,,2023-06-15,,
00050-00007368/2023-17,ENC,6º CPR,26º BPM,200,JUNINA,ARRAIAL TOTAL VILLE,SANTA MARIA - DF - PRAÇA CENTRAL DO SETOR TOTAL VILLE,Santa Maria,2023-07-16 16:00:00,2023-07-16 23:59:00,PUBA,,2023-06-30,,
00050-00006972/2023-26,ENC,6º CPR,27º BPM,120,JUNINA,FESTA JULINA COM MORADORES DA QUADRA 304,"QUADRA 304, CONJ 04, CS 01 - RECANTO DAS EMAS",Recanto das Emas,2023-07-16 19:00:00,2023-07-16 23:00:00,PRIF,,2023-06-06,,
00050-00007315/2023-04,ENC,6º CPR,9º BPM,1000,JUNINA,FESTA JULINA,GAMA/DF - ÁREA ESPECIAL 1 - PRAÇA 3,Gama,2023-07-16 19:00:00,2023-07-17 01:00:00,PUBA,,2023-06-15,,
00050-00007261/2023-79,ENC,6º CPR,26º BPM,1000,JUNINA,ARRAIÁ AUTOMOTIVO DAS CRIANÇAS,SANTA MARIA/DF - QR 402 - CAMPO ÁREA ESPECIAL - PORTO RICO,Santa Maria,2023-07-22 10:00:00,2023-07-22 23:59:00,PUBA,,2023-06-13,,
00050-00008533/2023-58,ENC,6º CPR,26º BPM,150,JUNINA,ARRAIÁ DA FAMÍLIA,SANTA MARIA NORTE - DF - QUADRA 516/517 - ÁREA ESPECIAL,Santa Maria,2023-07-22 19:00:00,2023-07-23 02:00:00,PUBA,,2023-07-06,,
00050-00008533/2023-58,ENC,6º CPR,26º BPM,150,JUNINA,ARRAIÁ DA FAMÍLIA,SANTA MARIA NORTE - DF - QUADRA 516/517 - ÁREA ESPECIAL,Santa Maria,2023-07-23 19:00:00,2023-07-24 02:00:00,PUBA,,2023-07-06,,
00050-00008533/2023-58,ENC,6º CPR,26º BPM,150,JUNINA,ARRAIÁ DA FAMÍLIA,SANTA MARIA NORTE - DF - QUADRA 516/517 - ÁREA ESPECIAL,Santa Maria,2023-07-24 19:00:00,2023-07-25 02:00:00,PUBA,,2023-07-06,,
00050-00007986/2023-67,ENC,6º CPR,26º BPM,1000,JUNINA,AÇÃO SOCIAL,SANTA MARIA - DF - CL 215 - ÁREA ESPECIAL LOTE G,Santa Maria,2023-08-11 18:00:00,2023-08-11 23:00:00,PUBA,,2023-06-29,,
00050-00008361/2023-12,ENC,6º CPR,9º BPM,0,JUNINA,ARRAIÁ DA COMUNIDADE,GAMA - DF - PRAÇA 04 BLOCO C - COMERCIAL SETOR SUL,Gama,2023-08-11 18:00:00,2023-08-12 01:00:00,PUBA,,2023-07-04,,
00050-00007986/2023-67,ENC,6º CPR,26º BPM,1000,JUNINA,AÇÃO SOCIAL,SANTA MARIA - DF - CL 215 - ÁREA ESPECIAL LOTE G,Santa Maria,2023-08-12 18:00:00,2023-08-12 23:00:00,PUBA,,2023-06-29,,
00050-00008361/2023-12,ENC,6º CPR,9º BPM,0,JUNINA,ARRAIÁ DA COMUNIDADE,GAMA - DF - PRAÇA 04 BLOCO C - COMERCIAL SETOR SUL,Gama,2023-08-12 18:00:00,2023-08-13 01:00:00,PUBA,,2023-07-04,,
00050-00007986/2023-67,ENC,6º CPR,26º BPM,1000,JUNINA,AÇÃO SOCIAL,SANTA MARIA - DF - CL 215 - ÁREA ESPECIAL LOTE G,Santa Maria,2023-08-13 18:00:00,2023-08-13 23:00:00,PUBA,,2023-06-29,,
00050-00008361/2023-12,ENC,6º CPR,9º BPM,0,JUNINA,ARRAIÁ DA COMUNIDADE,GAMA - DF - PRAÇA 04 BLOCO C - COMERCIAL SETOR SUL,Gama,2023-08-13 18:00:00,2023-08-14 01:00:00,PUBA,,2023-07-04,,
00050-00008000/2023-76,ENC,6º CPR,26º BPM,200,JUNINA/ESCOLA,ARRAIÁ MILHORANDO,"Santa Maria/DF - QR. 213, Estacionamento Externo Escola Fundamental 213",Santa Maria,2023-08-19 17:00:00,2023-08-19 22:00:00,PUBA,,2023-07-20,,
00050-00005323/2024-99,ENC,6º CPR,27º BPM,500,JUNINA,"FESTA JUNINA - CAPELA SANTOS ANJOS DA GUARDA
",ÁREA ESPECIAL - QUADRA 206,Recanto das Emas,2024-05-31 18:00:00,2024-06-01 01:00:00,PUBA,,2024-04-03,,
